NAN  idx chi2        BLNY      Nu_c       Nd_c      au_c      ad_c      bu_c      bd_c      Nu_T      Nd_T      au_T      ad_T      bu_T      bd_T                                   
ad_c  12  1309.990795  0.023617  0.261971  -0.195220  1.695860  0.319347  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  13  1310.001565  0.023617  0.261971  -0.195220  1.695860  0.321228  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  14  1309.992698  0.023617  0.261971  -0.195220  1.695860  0.319974  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  15  1309.995796  0.023617  0.261971  -0.195220  1.695860  0.320914  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  16  1309.993710  0.023617  0.261971  -0.195220  1.695860  0.320288  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  17  1309.995264  0.023617  0.261971  -0.195220  1.695860  0.320758  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  18  1309.994223  0.023617  0.261971  -0.195220  1.695860  0.320444  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  19  1309.995008  0.023617  0.261971  -0.195220  1.695860  0.320679  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  20  1309.994486  0.023617  0.261971  -0.195220  1.695860  0.320523  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  1  1322.100583  0.023617  0.261971  -0.195220  1.703450  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  2  1309.948278  0.023617  0.261971  -0.195220  1.688270  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  3  1314.560700  0.023617  0.261971  -0.195220  1.699660  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  4  1308.450476  0.023617  0.261971  -0.195220  1.692060  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  5  1311.901661  0.023617  0.261971  -0.195220  1.697760  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  6  1308.843504  0.023617  0.261971  -0.195220  1.693960  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  7  1310.854335  0.023617  0.261971  -0.195220  1.696810  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  8  1309.324469  0.023617  0.261971  -0.195220  1.694910  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  9  1310.396447  0.023617  0.261971  -0.195220  1.696330  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  10  1309.639420  0.023617  0.261971  -0.195220  1.695390  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  11  1310.198862  0.023617  0.261971  -0.195220  1.696100  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  12  1309.807574  0.023617  0.261971  -0.195220  1.695620  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  13  1310.092852  0.023617  0.261971  -0.195220  1.695980  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  14  1309.899641  0.023617  0.261971  -0.195220  1.695740  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  15  1310.043422  0.023617  0.261971  -0.195220  1.695920  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  16  1309.946823  0.023617  0.261971  -0.195220  1.695800  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  17  1310.018990  0.023617  0.261971  -0.195220  1.695890  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  18  1309.970691  0.023617  0.261971  -0.195220  1.695830  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  19  1310.002807  0.023617  0.261971  -0.195220  1.695870  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  20  1309.986707  0.023617  0.261971  -0.195220  1.695850  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  1  1321.458108  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.797360  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  3  1313.737289  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.400487  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  5  1311.064336  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.202050  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  7  1310.277281  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.102832  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  9  1310.065299  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.053223  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  11  1310.011423  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.028418  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  13  1309.998268  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.016016  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  15  1309.995379  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.009815  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  17  1309.999455  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.006714  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  18  1309.995432  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.000513  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  19  1309.994669  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.005164  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  20  1309.995011  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.002064  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  1  25206.134663  0.023617  0.261971  -0.195220  1.695860  0.320601  0.538258  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  3  8661.968371  0.023617  0.261971  -0.195220  1.695860  0.320601  0.269130  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  5  3394.386743  0.023617  0.261971  -0.195220  1.695860  0.320601  0.134566  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  7  1885.331558  0.023617  0.261971  -0.195220  1.695860  0.320601  0.067284  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  9  1471.290620  0.023617  0.261971  -0.195220  1.695860  0.320601  0.033642  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  11  1357.953352  0.023617  0.261971  -0.195220  1.695860  0.320601  0.016822  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  13  1325.508696  0.023617  0.261971  -0.195220  1.695860  0.320601  0.008412  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  15  1315.630745  0.023617  0.261971  -0.195220  1.695860  0.320601  0.004207  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  17  1312.278873  0.023617  0.261971  -0.195220  1.695860  0.320601  0.002104  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  19  1311.007047  0.023617  0.261971  -0.195220  1.695860  0.320601  0.001053  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  1  1310.123709  0.023617  0.261971  -0.188061  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  2  1310.113116  0.023617  0.261971  -0.202379  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  3  1310.028389  0.023617  0.261971  -0.191641  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  4  1310.022875  0.023617  0.261971  -0.198799  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  5  1310.003819  0.023617  0.261971  -0.193430  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  6  1310.000935  0.023617  0.261971  -0.197010  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  7  1309.997473  0.023617  0.261971  -0.194325  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  8  1309.996075  0.023617  0.261971  -0.196115  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  9  1309.995717  0.023617  0.261971  -0.194773  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  10  1309.994918  0.023617  0.261971  -0.195667  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  11  1309.999791  0.023617  0.261971  -0.194996  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  12  1309.994707  0.023617  0.261971  -0.195444  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  13  1309.994878  0.023617  0.261971  -0.195108  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  14  1309.994697  0.023617  0.261971  -0.195332  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  15  1309.994792  0.023617  0.261971  -0.195164  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  16  1309.994713  0.023617  0.261971  -0.195276  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  17  1309.994768  0.023617  0.261971  -0.195192  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  18  1309.994728  0.023617  0.261971  -0.195248  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  19  1309.994757  0.023617  0.261971  -0.195206  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  20  1309.994737  0.023617  0.261971  -0.195234  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  1  3213.748043  0.023617  0.286625  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  2  3432.912799  0.023617  0.237317  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  3  1758.538406  0.023617  0.274298  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  4  1868.119500  0.023617  0.249644  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  5  1408.451098  0.023617  0.268135  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  6  1463.246483  0.023617  0.255807  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  7  1327.758467  0.023617  0.265053  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  8  1355.157159  0.023617  0.258889  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  9  1311.011241  0.023617  0.263512  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  10  1324.710190  0.023617  0.260430  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  11  1308.536302  0.023617  0.262741  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  12  1315.381086  0.023617  0.261201  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  13  1308.774587  0.023617  0.262356  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  14  1312.196981  0.023617  0.261586  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  15  1309.260301  0.023617  0.262164  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  16  1310.975979  0.023617  0.261778  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  17  1309.598569  0.023617  0.262067  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  18  1310.451975  0.023617  0.261875  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  19  1309.789014  0.023617  0.262019  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  20  1310.215729  0.023617  0.261923  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_T  1  1309.217334  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  2.111720  0.048195  6.996760
ad_T  2  1315.524192  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.476960  0.048195  6.996760
ad_T  3  1308.998490  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.953030  0.048195  6.996760
ad_T  4  1312.196314  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.635650  0.048195  6.996760
ad_T  5  1309.343885  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.873680  0.048195  6.996760
ad_T  6  1310.948502  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.715000  0.048195  6.996760
ad_T  7  1309.631307  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.834010  0.048195  6.996760
ad_T  8  1310.434151  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.754670  0.048195  6.996760
ad_T  9  1309.803587  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.814180  0.048195  6.996760
ad_T  10  1310.205084  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.774500  0.048195  6.996760
ad_T  11  1309.896899  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.804260  0.048195  6.996760
ad_T  12  1310.097593  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.784420  0.048195  6.996760
ad_T  13  1309.945225  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.799300  0.048195  6.996760
ad_T  14  1310.045511  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.789380  0.048195  6.996760
ad_T  15  1309.969787  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.796820  0.048195  6.996760
ad_T  16  1310.019904  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.791860  0.048195  6.996760
ad_T  17  1309.982223  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.795580  0.048195  6.996760
ad_T  18  1310.007331  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.793100  0.048195  6.996760
ad_T  19  1309.988470  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794960  0.048195  6.996760
ad_T  20  1310.001028  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.793720  0.048195  6.996760
au_T  1  1577.874697  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.731720  1.794340  0.048195  6.996760
au_T  2  1525.575575  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.645014  1.794340  0.048195  6.996760
au_T  3  1386.120428  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.710044  1.794340  0.048195  6.996760
au_T  4  1354.717387  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.666690  1.794340  0.048195  6.996760
au_T  5  1333.277634  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.699205  1.794340  0.048195  6.996760
au_T  6  1316.920142  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.677529  1.794340  0.048195  6.996760
au_T  7  1317.900837  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.693786  1.794340  0.048195  6.996760
au_T  8  1309.640543  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.682948  1.794340  0.048195  6.996760
au_T  9  1313.009742  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.691077  1.794340  0.048195  6.996760
au_T  10  1308.868500  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.685657  1.794340  0.048195  6.996760
au_T  11  1311.266646  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.689722  1.794340  0.048195  6.996760
au_T  12  1309.195024  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.687012  1.794340  0.048195  6.996760
au_T  13  1310.571380  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.689044  1.794340  0.048195  6.996760
au_T  14  1309.536024  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.687690  1.794340  0.048195  6.996760
au_T  15  1310.268768  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688706  1.794340  0.048195  6.996760
au_T  16  1309.750300  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688028  1.794340  0.048195  6.996760
au_T  17  1310.127659  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688536  1.794340  0.048195  6.996760
au_T  18  1309.869176  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688198  1.794340  0.048195  6.996760
au_T  19  1310.060678  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688452  1.794340  0.048195  6.996760
au_T  20  1309.930672  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688282  1.794340  0.048195  6.996760
bd_T  1  1331.187261  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  9.644940
bd_T  2  1332.431035  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  4.348580
bd_T  3  1319.530452  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  8.320850
bd_T  4  1310.390382  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  5.672670
bd_T  5  1314.134735  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.658810
bd_T  6  1308.252526  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.334720
bd_T  7  1311.847718  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.327780
bd_T  8  1308.738869  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.665740
bd_T  9  1310.856094  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.162270
bd_T  10  1309.281837  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.831250
