NAN  idx chi2        BLNY      Nu_c       Nd_c      au_c      ad_c      bu_c      bd_c      Nu_T      Nd_T      au_T      ad_T      bu_T      bd_T                                   
ad_c  1  1247.469938  0.023617  0.261971  -0.195220  1.695860  0.360717  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  2  1242.830683  0.023617  0.261971  -0.195220  1.695860  0.280485  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  3  1242.506641  0.023617  0.261971  -0.195220  1.695860  0.340659  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  4  1240.077111  0.023617  0.261971  -0.195220  1.695860  0.300543  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  5  1240.941348  0.023617  0.261971  -0.195220  1.695860  0.330630  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  6  1239.713482  0.023617  0.261971  -0.195220  1.695860  0.310572  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  7  1240.394806  0.023617  0.261971  -0.195220  1.695860  0.325616  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  8  1239.778982  0.023617  0.261971  -0.195220  1.695860  0.315587  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  9  1240.180633  0.023617  0.261971  -0.195220  1.695860  0.323108  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  10  1239.872535  0.023617  0.261971  -0.195220  1.695860  0.318094  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  11  1240.088763  0.023617  0.261971  -0.195220  1.695860  0.321855  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  12  1239.934545  0.023617  0.261971  -0.195220  1.695860  0.319347  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  13  1240.046402  0.023617  0.261971  -0.195220  1.695860  0.321228  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  14  1239.969308  0.023617  0.261971  -0.195220  1.695860  0.319974  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  15  1240.026224  0.023617  0.261971  -0.195220  1.695860  0.320914  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  16  1239.987664  0.023617  0.261971  -0.195220  1.695860  0.320288  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  17  1240.016402  0.023617  0.261971  -0.195220  1.695860  0.320758  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  18  1239.997097  0.023617  0.261971  -0.195220  1.695860  0.320444  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  19  1240.011487  0.023617  0.261971  -0.195220  1.695860  0.320679  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_c  20  1240.001894  0.023617  0.261971  -0.195220  1.695860  0.320523  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  1  1240.166658  0.023617  0.261971  -0.195220  1.703450  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  2  1239.886933  0.023617  0.261971  -0.195220  1.688270  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  3  1240.081753  0.023617  0.261971  -0.195220  1.699660  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  4  1239.941516  0.023617  0.261971  -0.195220  1.692060  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  5  1240.043002  0.023617  0.261971  -0.195220  1.697760  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  6  1239.972604  0.023617  0.261971  -0.195220  1.693960  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  7  1240.024528  0.023617  0.261971  -0.195220  1.696810  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  8  1239.989445  0.023617  0.261971  -0.195220  1.694910  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  9  1240.015429  0.023617  0.261971  -0.195220  1.696330  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  10  1239.998071  0.023617  0.261971  -0.195220  1.695390  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  11  1240.011125  0.023617  0.261971  -0.195220  1.696100  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  12  1240.002262  0.023617  0.261971  -0.195220  1.695620  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  13  1240.008894  0.023617  0.261971  -0.195220  1.695980  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  14  1240.004463  0.023617  0.261971  -0.195220  1.695740  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  15  1240.007783  0.023617  0.261971  -0.195220  1.695920  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  16  1240.005567  0.023617  0.261971  -0.195220  1.695800  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  17  1240.007228  0.023617  0.261971  -0.195220  1.695890  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  18  1240.006120  0.023617  0.261971  -0.195220  1.695830  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  19  1240.006858  0.023617  0.261971  -0.195220  1.695870  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  20  1240.006489  0.023617  0.261971  -0.195220  1.695850  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  1  3325.722903  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.797360  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  3  1960.019572  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.400487  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  5  1456.926673  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.202050  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  7  1301.700716  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.102832  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  9  1257.526643  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.053223  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  11  1245.211494  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.028418  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  13  1241.691278  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.016016  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  15  1240.615799  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.009815  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  17  1240.252379  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.006714  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  18  1239.879313  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.000513  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  19  1240.114817  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.005164  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  20  1239.928134  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.002064  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  1  1466.865903  0.023617  0.261971  -0.195220  1.695860  0.320601  0.538258  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  3  1316.028279  0.023617  0.261971  -0.195220  1.695860  0.320601  0.269130  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  5  1263.649297  0.023617  0.261971  -0.195220  1.695860  0.320601  0.134566  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  7  1247.410882  0.023617  0.261971  -0.195220  1.695860  0.320601  0.067284  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  9  1242.485952  0.023617  0.261971  -0.195220  1.695860  0.320601  0.033642  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  11  1240.924577  0.023617  0.261971  -0.195220  1.695860  0.320601  0.016822  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  13  1240.383755  0.023617  0.261971  -0.195220  1.695860  0.320601  0.008412  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  15  1240.173934  0.023617  0.261971  -0.195220  1.695860  0.320601  0.004207  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  17  1240.085002  0.023617  0.261971  -0.195220  1.695860  0.320601  0.002104  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  19  1240.044450  0.023617  0.261971  -0.195220  1.695860  0.320601  0.001053  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  1  1254.787900  0.023617  0.261971  -0.188061  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  2  1248.802553  0.023617  0.261971  -0.202379  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  3  1244.448997  0.023617  0.261971  -0.191641  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  4  1241.456773  0.023617  0.261971  -0.198799  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  5  1241.491791  0.023617  0.261971  -0.193430  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  6  1239.995153  0.023617  0.261971  -0.197010  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  7  1240.564907  0.023617  0.261971  -0.194325  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  8  1239.816380  0.023617  0.261971  -0.196115  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  9  1240.239438  0.023617  0.261971  -0.194773  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  10  1239.865621  0.023617  0.261971  -0.195667  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  11  1240.111790  0.023617  0.261971  -0.194996  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  12  1239.924493  0.023617  0.261971  -0.195444  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  13  1240.056377  0.023617  0.261971  -0.195108  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  14  1239.962735  0.023617  0.261971  -0.195332  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  15  1240.030804  0.023617  0.261971  -0.195164  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  16  1239.983981  0.023617  0.261971  -0.195276  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  17  1240.018559  0.023617  0.261971  -0.195192  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  18  1239.995144  0.023617  0.261971  -0.195248  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  19  1240.012571  0.023617  0.261971  -0.195206  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  20  1240.000861  0.023617  0.261971  -0.195234  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  1  1248.689333  0.023617  0.286625  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  2  1255.411119  0.023617  0.237317  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  3  1241.337025  0.023617  0.274298  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  4  1244.697683  0.023617  0.249644  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  5  1239.919187  0.023617  0.268135  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  6  1241.599505  0.023617  0.255807  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  7  1239.774617  0.023617  0.265053  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  8  1240.614680  0.023617  0.258889  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  9  1239.843606  0.023617  0.263512  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  10  1240.263394  0.023617  0.260430  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  11  1239.913385  0.023617  0.262741  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  12  1240.122978  0.023617  0.261201  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  13  1239.957065  0.023617  0.262356  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  14  1240.062007  0.023617  0.261586  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  15  1239.981045  0.023617  0.262164  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  16  1240.033637  0.023617  0.261778  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  17  1239.993770  0.023617  0.262067  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  18  1240.019938  0.023617  0.261875  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  19  1240.000176  0.023617  0.262019  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  20  1240.013258  0.023617  0.261923  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_T  1  1253.975765  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  2.111720  0.048195  6.996760
ad_T  2  1242.763820  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.476960  0.048195  6.996760
ad_T  3  1243.630103  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.953030  0.048195  6.996760
ad_T  4  1240.610243  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.635650  0.048195  6.996760
ad_T  5  1241.123006  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.873680  0.048195  6.996760
ad_T  6  1239.948626  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.715000  0.048195  6.996760
ad_T  7  1240.411628  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.834010  0.048195  6.996760
ad_T  8  1239.866320  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.754670  0.048195  6.996760
ad_T  9  1240.173814  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.814180  0.048195  6.996760
ad_T  10  1239.905991  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.774500  0.048195  6.996760
ad_T  11  1240.081101  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.804260  0.048195  6.996760
ad_T  12  1239.948312  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.784420  0.048195  6.996760
ad_T  13  1240.041818  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.799300  0.048195  6.996760
ad_T  14  1239.975517  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.789380  0.048195  6.996760
ad_T  15  1240.023717  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.796820  0.048195  6.996760
ad_T  16  1239.990584  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.791860  0.048195  6.996760
ad_T  17  1240.015103  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.795580  0.048195  6.996760
ad_T  18  1239.998497  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.793100  0.048195  6.996760
ad_T  19  1240.010856  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794960  0.048195  6.996760
ad_T  20  1240.002551  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.793720  0.048195  6.996760
au_T  1  1286.466601  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.731720  1.794340  0.048195  6.996760
au_T  2  1278.455485  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.645014  1.794340  0.048195  6.996760
au_T  3  1253.704414  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.710044  1.794340  0.048195  6.996760
au_T  4  1247.494496  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.666690  1.794340  0.048195  6.996760
au_T  5  1244.343971  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.699205  1.794340  0.048195  6.996760
au_T  6  1240.963138  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.677529  1.794340  0.048195  6.996760
au_T  7  1241.530343  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.693786  1.794340  0.048195  6.996760
au_T  8  1239.805850  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.682948  1.794340  0.048195  6.996760
au_T  9  1240.605318  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.691077  1.794340  0.048195  6.996760
au_T  10  1239.738374  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.685657  1.794340  0.048195  6.996760
au_T  11  1240.264923  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.689722  1.794340  0.048195  6.996760
au_T  12  1239.831012  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.687012  1.794340  0.048195  6.996760
au_T  13  1240.125361  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.689044  1.794340  0.048195  6.996760
au_T  14  1239.908491  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.687690  1.794340  0.048195  6.996760
au_T  15  1240.063558  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688706  1.794340  0.048195  6.996760
au_T  16  1239.954882  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688028  1.794340  0.048195  6.996760
au_T  17  1240.034386  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688536  1.794340  0.048195  6.996760
au_T  18  1239.980244  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688198  1.794340  0.048195  6.996760
au_T  19  1240.020451  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688452  1.794340  0.048195  6.996760
au_T  20  1239.993217  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688282  1.794340  0.048195  6.996760
bd_T  1  1242.989135  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  9.644940
bd_T  2  1321.650753  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  4.348580
bd_T  3  1241.383910  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  8.320850
bd_T  4  1254.562412  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  5.672670
bd_T  5  1240.098714  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.658810
bd_T  6  1243.559474  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.334720
bd_T  7  1239.779581  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.327780
bd_T  8  1241.123761  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.665740
bd_T  9  1239.804775  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.162270
bd_T  10  1240.428319  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.831250
