NAN  idx chi2        BLNY      Nu_c       Nd_c      au_c      ad_c      bu_c      bd_c      Nu_T      Nd_T      au_T      ad_T      bu_T      bd_T                                   
au_c  17  1013.862362  0.023617  0.261971  -0.195220  1.695890  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  18  1014.010699  0.023617  0.261971  -0.195220  1.695830  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  19  1013.910465  0.023617  0.261971  -0.195220  1.695870  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
au_c  20  1013.959930  0.023617  0.261971  -0.195220  1.695850  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  1  224961.430174  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.797360  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  3  74306.193682  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.400487  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  5  22053.164448  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.202050  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  7  6633.933063  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.102832  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  9  2454.114976  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.053223  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  11  1372.020658  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.028418  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  13  1099.948164  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.016016  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  15  1033.359902  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.009815  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  17  1017.709502  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.006714  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  18  1022.122745  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.000513  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  19  1014.333420  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.005164  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bd_c  20  1016.527087  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.002064  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  1  721432.012718  0.023617  0.261971  -0.195220  1.695860  0.320601  0.538258  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  3  227006.643361  0.023617  0.261971  -0.195220  1.695860  0.320601  0.269130  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  5  64455.192729  0.023617  0.261971  -0.195220  1.695860  0.320601  0.134566  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  7  17756.167739  0.023617  0.261971  -0.195220  1.695860  0.320601  0.067284  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  9  5270.863120  0.023617  0.261971  -0.195220  1.695860  0.320601  0.033642  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  11  2064.527511  0.023617  0.261971  -0.195220  1.695860  0.320601  0.016822  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  13  1263.383881  0.023617  0.261971  -0.195220  1.695860  0.320601  0.008412  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  15  1068.900309  0.023617  0.261971  -0.195220  1.695860  0.320601  0.004207  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  17  1023.872792  0.023617  0.261971  -0.195220  1.695860  0.320601  0.002104  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
bu_c  19  1014.506474  0.023617  0.261971  -0.195220  1.695860  0.320601  0.001053  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  1  2556.025742  0.023617  0.261971  -0.188061  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  2  2625.588660  0.023617  0.261971  -0.202379  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  3  1390.665232  0.023617  0.261971  -0.191641  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  4  1425.409773  0.023617  0.261971  -0.198799  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  5  1103.828528  0.023617  0.261971  -0.193430  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  6  1121.219553  0.023617  0.261971  -0.197010  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  7  1034.233553  0.023617  0.261971  -0.194325  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  8  1042.936721  0.023617  0.261971  -0.196115  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  9  1024.432088  0.023617  0.261971  -0.194773  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  10  1022.250799  0.023617  0.261971  -0.195667  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  11  1014.390396  0.023617  0.261971  -0.194996  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  12  1016.573386  0.023617  0.261971  -0.195444  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  13  1013.776405  0.023617  0.261971  -0.195108  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  14  1014.871881  0.023617  0.261971  -0.195332  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  15  1013.758924  0.023617  0.261971  -0.195164  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  16  1014.307364  0.023617  0.261971  -0.195276  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  17  1013.823159  0.023617  0.261971  -0.195192  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  18  1014.095108  0.023617  0.261971  -0.195248  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  19  1013.873065  0.023617  0.261971  -0.195206  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nd_c  20  1014.009047  0.023617  0.261971  -0.195234  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  1  48070.939965  0.023617  0.286625  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  2  47267.022955  0.023617  0.237317  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  3  12883.158136  0.023617  0.274298  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  4  12476.783818  0.023617  0.249644  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  5  4030.715701  0.023617  0.268135  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  6  3829.870115  0.023617  0.255807  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  7  1793.256508  0.023617  0.265053  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  8  1692.751818  0.023617  0.258889  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  9  1221.324651  0.023617  0.263512  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  10  1171.080520  0.023617  0.260430  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  11  1071.997382  0.023617  0.262741  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  12  1046.893627  0.023617  0.261201  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  13  1031.587666  0.023617  0.262356  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  14  1019.039364  0.023617  0.261586  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  15  1019.939369  0.023617  0.262164  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  16  1013.656139  0.023617  0.261778  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  17  1016.206533  0.023617  0.262067  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  18  1013.081949  0.023617  0.261875  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  19  1014.894234  0.023617  0.262019  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
Nu_c  20  1013.329883  0.023617  0.261923  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.996760
ad_T  1  72868.908234  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  2.111720  0.048195  6.996760
ad_T  2  88699.299212  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.476960  0.048195  6.996760
ad_T  3  20076.949682  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.953030  0.048195  6.996760
ad_T  4  22315.559599  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.635650  0.048195  6.996760
ad_T  5  5878.006213  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.873680  0.048195  6.996760
ad_T  6  6270.375227  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.715000  0.048195  6.996760
ad_T  7  2227.524223  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.834010  0.048195  6.996760
ad_T  8  2332.342017  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.754670  0.048195  6.996760
ad_T  9  1310.151762  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.814180  0.048195  6.996760
ad_T  10  1351.143586  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.774500  0.048195  6.996760
ad_T  11  1083.580952  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.804260  0.048195  6.996760
ad_T  12  1102.657825  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.784420  0.048195  6.996760
ad_T  13  1029.053522  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.799300  0.048195  6.996760
ad_T  14  1038.413848  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.789380  0.048195  6.996760
ad_T  15  1016.559991  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.796820  0.048195  6.996760
ad_T  16  1021.215642  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.791860  0.048195  6.996760
ad_T  17  1014.012477  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.795580  0.048195  6.996760
ad_T  18  1016.335657  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.793100  0.048195  6.996760
ad_T  19  1013.662536  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794960  0.048195  6.996760
ad_T  20  1014.825765  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.793720  0.048195  6.996760
au_T  1  3481.769391  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.731720  1.794340  0.048195  6.996760
au_T  2  3852.865310  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.645014  1.794340  0.048195  6.996760
au_T  3  1630.662435  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.710044  1.794340  0.048195  6.996760
au_T  4  1723.529376  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.666690  1.794340  0.048195  6.996760
au_T  5  1162.173013  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.699205  1.794340  0.048195  6.996760
au_T  6  1197.206129  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.677529  1.794340  0.048195  6.996760
au_T  7  1047.331858  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.693786  1.794340  0.048195  6.996760
au_T  8  1063.420219  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.682948  1.794340  0.048195  6.996760
au_T  9  1020.364896  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.691077  1.794340  0.048195  6.996760
au_T  10  1028.230900  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.685657  1.794340  0.048195  6.996760
au_T  11  1014.573026  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.689722  1.794340  0.048195  6.996760
au_T  12  1018.477835  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.687012  1.794340  0.048195  6.996760
au_T  13  1013.606249  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.689044  1.794340  0.048195  6.996760
au_T  14  1015.560217  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.687690  1.794340  0.048195  6.996760
au_T  15  1013.608437  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688706  1.794340  0.048195  6.996760
au_T  16  1014.588921  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688028  1.794340  0.048195  6.996760
au_T  17  1013.731977  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688536  1.794340  0.048195  6.996760
au_T  18  1014.222343  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688198  1.794340  0.048195  6.996760
au_T  19  1013.822821  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688452  1.794340  0.048195  6.996760
au_T  20  1014.067592  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688282  1.794340  0.048195  6.996760
bd_T  1  427171.480589  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  9.644940
bd_T  2  308558.192976  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  4.348580
bd_T  3  114229.960910  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  8.320850
bd_T  4  100418.528544  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  5.672670
bd_T  5  29522.567045  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.658810
bd_T  6  27691.336235  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.334720
bd_T  7  8132.389033  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.327780
bd_T  8  7820.918420  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.665740
bd_T  9  2799.042970  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  7.162270
bd_T  10  2718.352409  0.023617  0.261971  -0.195220  1.695860  0.320601  0.000001  0.003614  0.854376 -0.999999  0.688367  1.794340  0.048195  6.831250
